betaxolol;Chestpainordiscomfort;Morecommon;doctor
betaxolol;lightheadedness
dizziness
orfainting;Morecommon;doctor
betaxolol;shortnessofbreath;Morecommon;doctor
betaxolol;sloworirregularheartbeat;Morecommon;doctor
betaxolol;unusualtiredness;Morecommon;doctor
betaxolol;Coldarms
legs
hands
orfeet;Lesscommon;doctor
betaxolol;difficultorlaboredbreathing;Lesscommon;doctor
betaxolol;fast
pounding
orracingheartbeatorpulse;Lesscommon;doctor
betaxolol;swellingofface
fingers
feet
orlowerlegs;Lesscommon;doctor
betaxolol;tightnessinthechest;Lesscommon;doctor
betaxolol;wheezing;Lesscommon;doctor
betaxolol;Anxiety;Symptomsofoverdose;emergency
betaxolol;blurredvision;Symptomsofoverdose;emergency
betaxolol;chills;Symptomsofoverdose;emergency
betaxolol;coldsweats;Symptomsofoverdose;emergency
betaxolol;coma;Symptomsofoverdose;emergency
betaxolol;confusion;Symptomsofoverdose;emergency
betaxolol;convulsions(seizures);Symptomsofoverdose;emergency
betaxolol;cool
paleskin;Symptomsofoverdose;emergency
betaxolol;decreasedurineoutput;Symptomsofoverdose;emergency
betaxolol;depression;Symptomsofoverdose;emergency
betaxolol;dizziness
faintness
orlightheadednesswhengettingupfromalyingorsittingpositionsuddenly;Symptomsofoverdose;emergency
betaxolol;extremefatigue;Symptomsofoverdose;emergency
betaxolol;headache;Symptomsofoverdose;emergency
betaxolol;increasedhunger;Symptomsofoverdose;emergency
betaxolol;irregularbreathing;Symptomsofoverdose;emergency
betaxolol;lossofconsciousness;Symptomsofoverdose;emergency
betaxolol;nervousness;Symptomsofoverdose;emergency
betaxolol;nightmares;Symptomsofoverdose;emergency
betaxolol;noisybreathing;Symptomsofoverdose;emergency
betaxolol;shakiness;Symptomsofoverdose;emergency
betaxolol;slurredspeech;Symptomsofoverdose;emergency
betaxolol;sweating;Symptomsofoverdose;emergency
betaxolol;troubledbreathing;Symptomsofoverdose;emergency
betaxolol;weightgain;Symptomsofoverdose;emergency
betaxolol;unusualtirednessorweakness;Symptomsofoverdose;emergency
betaxolol;Jointpain;Morecommon;noneed
betaxolol;nausea;Morecommon;noneed
betaxolol;Acidorsourstomach;Lesscommon;noneed
betaxolol;belching;Lesscommon;noneed
betaxolol;bodyachesorpain;Lesscommon;noneed
betaxolol;burning
crawling
itching
numbness
prickling
pinsandneedles
ortinglingfeelings;Lesscommon;noneed
betaxolol;congestion;Lesscommon;noneed
betaxolol;decreasedinterestinsexualintercourse;Lesscommon;noneed
betaxolol;diarrhea;Lesscommon;noneed
betaxolol;difficultyinmoving;Lesscommon;noneed
betaxolol;drynessorsorenessofthroat;Lesscommon;noneed
betaxolol;fever;Lesscommon;noneed
betaxolol;heartburn;Lesscommon;noneed
betaxolol;hoarseness;Lesscommon;noneed
betaxolol;inabilitytohaveorkeepanerection;Lesscommon;noneed
betaxolol;indigestion;Lesscommon;noneed
betaxolol;lossinsexualability
desire
drive
orperformance;Lesscommon;noneed
betaxolol;musclepainorstiffness;Lesscommon;noneed
betaxolol;rash;Lesscommon;noneed
betaxolol;runnynose;Lesscommon;noneed
betaxolol;sleeplessness;Lesscommon;noneed
betaxolol;sneezing;Lesscommon;noneed
betaxolol;stomachdiscomfort
upset
orpain;Lesscommon;noneed
betaxolol;stuffynose;Lesscommon;noneed
betaxolol;tender
swollenglandsinneck;Lesscommon;noneed
betaxolol;troubleinswallowing;Lesscommon;noneed
betaxolol;troublesleeping;Lesscommon;noneed
betaxolol;unabletosleep;Lesscommon;noneed
betaxolol;unusualdrowsiness
dullness
orfeelingofsluggishness;Lesscommon;noneed
betaxolol;unusualorstrangedreams;Lesscommon;noneed
betaxolol;voicechanges;Lesscommon;noneed
betaxolol;Discouragement;Rare;noneed
betaxolol;feelingsadorempty;Rare;noneed
betaxolol;irritability;Rare;noneed
betaxolol;lackofappetite;Rare;noneed
betaxolol;lossofinterestorpleasure;Rare;noneed
betaxolol;tiredness;Rare;noneed
betaxolol;troubleconcentrating;Rare;noneeddidanosine;Nauseaandvomiting;Lesscommon;doctor
didanosine;stomachpain;Lesscommon;doctor
didanosine;tingling
burning
numbness
andpaininthehandsorfeet;Lesscommon;doctor
didanosine;Convulsions(seizures);Rare;doctor
didanosine;feverandchills;Rare;doctor
didanosine;shortnessofbreath;Rare;doctor
didanosine;skinrashanditching;Rare;doctor
didanosine;sorethroat;Rare;doctor
didanosine;swellingofthefeetorlowerlegs;Rare;doctor
didanosine;unusualbleedingandbruising;Rare;doctor
didanosine;unusualtirednessandweakness;Rare;doctor
didanosine;yellowskinandeyes;Rare;doctor
didanosine;Abdominalorstomachdiscomfort;Incidencenotknown;doctor
didanosine;anxiety;Incidencenotknown;doctor
didanosine;black
tarrystools;Incidencenotknown;doctor
didanosine;bleedinggums;Incidencenotknown;doctor
didanosine;blindness;Incidencenotknown;doctor
didanosine;bloating;Incidencenotknown;doctor
didanosine;bloodintheurineorstools;Incidencenotknown;doctor
didanosine;blue-yellowcolorblindness;Incidencenotknown;doctor
didanosine;blurredvision;Incidencenotknown;doctor
didanosine;changeinthecoloroftheeye;Incidencenotknown;doctor
didanosine;chestpain;Incidencenotknown;doctor
didanosine;claycoloredstools;Incidencenotknown;doctor
didanosine;coldsweats;Incidencenotknown;doctor
didanosine;coma;Incidencenotknown;doctor
didanosine;confusion;Incidencenotknown;doctor
didanosine;constipation;Incidencenotknown;doctor
didanosine;cool
paleskin;Incidencenotknown;doctor
didanosine;cough;Incidencenotknown;doctor
didanosine;darkurine;Incidencenotknown;doctor
didanosine;decreasedappetite;Incidencenotknown;doctor
didanosine;decreasedvision;Incidencenotknown;doctor
didanosine;depression;Incidencenotknown;doctor
didanosine;diarrhea;Incidencenotknown;doctor
didanosine;difficultywithmoving;Incidencenotknown;doctor
didanosine;difficultywithswallowing;Incidencenotknown;doctor
didanosine;dizziness;Incidencenotknown;doctor
didanosine;dryeyes;Incidencenotknown;doctor
didanosine;drymouth;Incidencenotknown;doctor
didanosine;eyepain;Incidencenotknown;doctor
didanosine;fastheartbeat;Incidencenotknown;doctor
didanosine;fast
shallowbreathing;Incidencenotknown;doctor
didanosine;flushed
dryskin;Incidencenotknown;doctor
didanosine;fruit-likebreathodor;Incidencenotknown;doctor
didanosine;generalfeelingofdiscomfort;Incidencenotknown;doctor
didanosine;headache;Incidencenotknown;doctor
didanosine;hives;Incidencenotknown;doctor
didanosine;increasedhunger;Incidencenotknown;doctor
didanosine;increasedthirst;Incidencenotknown;doctor
didanosine;increasedurination;Incidencenotknown;doctor
didanosine;indigestion;Incidencenotknown;doctor
didanosine;jointpain;Incidencenotknown;doctor
didanosine;light-coloredstools;Incidencenotknown;doctor
didanosine;lossofappetite;Incidencenotknown;doctor
didanosine;lossofconsciousness;Incidencenotknown;doctor
didanosine;muscleaching
cramping
orpain;Incidencenotknown;doctor
didanosine;nightmares;Incidencenotknown;doctor
didanosine;painfulordifficulturination;Incidencenotknown;doctor
didanosine;painsinthestomach
side
orabdomen
possiblyradiatingtotheback;Incidencenotknown;doctor
didanosine;pinpointredspotsontheskin;Incidencenotknown;doctor
didanosine;puffinessorswellingoftheeyelidsoraroundtheeyes
face
lips
ortongue;Incidencenotknown;doctor
didanosine;rightupperabdominalorstomachpainandfullness;Incidencenotknown;doctor
didanosine;shakiness;Incidencenotknown;doctor
didanosine;sleepiness;Incidencenotknown;doctor
didanosine;slurredspeech;Incidencenotknown;doctor
didanosine;sores
ulcers
orwhitespotsonthelipsorinthemouth;Incidencenotknown;doctor
didanosine;stomachache;Incidencenotknown;doctor
didanosine;sweating;Incidencenotknown;doctor
didanosine;swollenglands;Incidencenotknown;doctor
didanosine;swollenjoints;Incidencenotknown;doctor
didanosine;tightnessinthechest;Incidencenotknown;doctor
didanosine;troubledbreathingwithexertion;Incidencenotknown;doctor
didanosine;unexplainedweightloss;Incidencenotknown;doctor
didanosine;unsteadinessorawkwardness;Incidencenotknown;doctor
didanosine;weaknessinthearms
hands
legs
orfeet;Incidencenotknown;doctor
didanosine;Difficultywithsleeping;Morecommon;noneed
didanosine;irritability;Morecommon;noneed
didanosine;restlessness;Morecommon;noneed
didanosine;Acidorsourstomach;Incidencenotknown;noneed
didanosine;belching;Incidencenotknown;noneed
didanosine;excessairorgasinthestomachorintestines;Incidencenotknown;noneed
didanosine;fullfeeling;Incidencenotknown;noneed
didanosine;hairlossorthinningofthehair;Incidencenotknown;noneed
didanosine;heartburn;Incidencenotknown;noneed
didanosine;indigestion;Incidencenotknown;noneed
didanosine;lackorlossofstrength;Incidencenotknown;noneed
didanosine;passinggas;Incidencenotknown;noneed
didanosine;redistributionoraccumulationofbodyfat;Incidencenotknown;noneedoxybutynin;Eyepain;Rare;doctor
oxybutynin;skinrashorhives;Rare;doctor
oxybutynin;Clumsinessorunsteadiness;Symptomsofoverdose;emergency
oxybutynin;confusion;Symptomsofoverdose;emergency
oxybutynin;convulsions;Symptomsofoverdose;emergency
oxybutynin;dizziness;Symptomsofoverdose;emergency
oxybutynin;drowsiness(severe);Symptomsofoverdose;emergency
oxybutynin;fainting;Symptomsofoverdose;emergency
oxybutynin;fast
slow
orirregularheartbeat;Symptomsofoverdose;emergency
oxybutynin;fever;Symptomsofoverdose;emergency
oxybutynin;flushingorrednessoftheface;Symptomsofoverdose;emergency
oxybutynin;hallucinations(seeing
hearing
orfeelingthingsthatarenotthere);Symptomsofoverdose;emergency
oxybutynin;troubledbreathing;Symptomsofoverdose;emergency
oxybutynin;unusualexcitement
nervousness
restlessness
orirritability;Symptomsofoverdose;emergency
oxybutynin;Acidorsourstomach;Morecommon;noneed
oxybutynin;belching;Morecommon;noneed
oxybutynin;decreasedsweating;Morecommon;noneed
oxybutynin;diarrhea;Morecommon;noneed
oxybutynin;difficultyhavingabowelmovement(stool);Morecommon;noneed
oxybutynin;drowsiness;Morecommon;noneed
oxybutynin;drynessoftheeyes
mouth
nose
orthroat;Morecommon;noneed
oxybutynin;heartburn;Morecommon;noneed
oxybutynin;indigestion;Morecommon;noneed
oxybutynin;runnynose;Morecommon;noneed
oxybutynin;stomachdiscomfort
upset
orpain;Morecommon;noneed
oxybutynin;Blurredvision;Lesscommonorrare;noneed
oxybutynin;decreasedflowofbreastmilk;Lesscommonorrare;noneed
oxybutynin;decreasedsexualability;Lesscommonorrare;noneed
oxybutynin;difficultyinswallowing;Lesscommonorrare;noneed
oxybutynin;feelingofwarmthorheat;Lesscommonorrare;noneed
oxybutynin;headache;Lesscommonorrare;noneed
oxybutynin;increasedsensitivityoftheeyestolight;Lesscommonorrare;noneed
oxybutynin;nauseaorvomiting;Lesscommonorrare;noneed
oxybutynin;troublewithsleeping;Lesscommonorrare;noneed
oxybutynin;unusualtirednessorweakness;Lesscommonorrare;noneed
oxybutynin;Bloatingorswellingoftheface
arms
hands
lowerlegs
orfeet;Incidencenotknown;noneed
oxybutynin;decreasedinterestinsexualintercourse;Incidencenotknown;noneed
oxybutynin;inabilitytohaveorkeepanerection;Incidencenotknown;noneed
oxybutynin;lossinsexualability
desire
drive
orperformance;Incidencenotknown;noneed
oxybutynin;rapidweightgain;Incidencenotknown;noneed
oxybutynin;tinglingofthehandsorfeet;Incidencenotknown;noneed
oxybutynin;unusualweightgainorloss;Incidencenotknown;noneedindapamide;Diarrhea;Lesscommonorrare;noneed
indapamide;dizzinessorlightheadedness
especiallywhengettingupfromalyingorsittingposition;Lesscommonorrare;noneed
indapamide;headache;Lesscommonorrare;noneed
indapamide;lossofappetite;Lesscommonorrare;noneed
indapamide;troubleinsleeping;Lesscommonorrare;noneed
indapamide;stomachupset;Lesscommonorrare;noneedtelmisartan;Changesinvision;Rare;doctor
telmisartan;dizziness
lightheadedness
orfainting;Rare;doctor
telmisartan;fastheartbeat;Rare;doctor
telmisartan;largehives;Rare;doctor
telmisartan;painfulurinationorchangesinurinaryfrequency;Rare;doctor
telmisartan;swellinginthehands
lowerlegs
andfeet;Rare;doctor
telmisartan;Blurredvision;Incidencenotknown;doctor
telmisartan;chestpainordiscomfort;Incidencenotknown;doctor
telmisartan;confusion;Incidencenotknown;doctor
telmisartan;dark-coloredurine;Incidencenotknown;doctor
telmisartan;decreasedurineoutput;Incidencenotknown;doctor
telmisartan;dilatedneckveins;Incidencenotknown;doctor
telmisartan;extremefatigue;Incidencenotknown;doctor
telmisartan;flushing;Incidencenotknown;doctor
telmisartan;hivesorwelts;Incidencenotknown;doctor
telmisartan;hoarseness;Incidencenotknown;doctor
telmisartan;irregularbreathing;Incidencenotknown;doctor
telmisartan;irritation;Incidencenotknown;doctor
telmisartan;itching;Incidencenotknown;doctor
telmisartan;jointpain
stiffness
orswelling;Incidencenotknown;doctor
telmisartan;large
hive-likeswellingontheface
eyelids
lips
tongue
throat
hands
legs
feet
orsexorgans;Incidencenotknown;doctor
telmisartan;musclecrampsorstiffness;Incidencenotknown;doctor
telmisartan;numbnessortinglinginthehands
feet
orlips;Incidencenotknown;doctor
